Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,details,image_url,year,decadef,type,tool,rgb_colors,hex_colors
255,255,255,255,255,"Untitled, 888",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0888.jpg,2011,2010s,digital,ipad,"[[130, 116, 115], [99, 16, 12], [7, 45, 53], [188, 176, 156], [202, 69, 44]]","['#827473', '#63100c', '#072d35', '#bcb09c', '#ca452c']"
256,256,256,256,256,"Untitled, 883",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0883.jpg,2011,2010s,digital,ipad,"[[92, 189, 223], [25, 32, 14], [186, 227, 230], [157, 138, 127], [192, 96, 43]]","['#5cbddf', '#19200e', '#bae3e6', '#9d8a7f', '#c0602b']"
257,257,257,257,257,"Untitled, 878",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0878.jpg,2011,2010s,digital,ipad,"[[48, 2, 15], [2, 0, 1], [79, 22, 16], [122, 53, 7], [199, 79, 8]]","['#30020f', '#020001', '#4f1610', '#7a3507', '#c74f08']"
258,258,258,258,258,"Untitled, 863",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0863.jpg,2011,2010s,digital,ipad,"[[170, 177, 176], [52, 53, 52], [16, 222, 121], [7, 179, 80], [245, 250, 248]]","['#aab1b0', '#343534', '#10de79', '#07b350', '#f5faf8']"
259,259,259,259,259,"Untitled, 852",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0852.jpg,2011,2010s,digital,ipad,"[[6, 53, 19], [171, 118, 71], [107, 47, 35], [10, 122, 43], [131, 42, 175]]","['#063513', '#ab7647', '#6b2f23', '#0a7a2b', '#832aaf']"
260,260,260,260,260,"Untitled, 829",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0829.jpg,2011,2010s,digital,ipad,"[[17, 34, 101], [13, 10, 59], [70, 62, 79], [4, 109, 176], [128, 117, 111]]","['#112265', '#0d0a3b', '#463e4f', '#046db0', '#80756f']"
261,261,261,261,261,"Untitled, 822",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0822.jpg,2011,2010s,digital,ipad,"[[13, 118, 50], [180, 123, 30], [165, 244, 245], [39, 173, 117], [8, 174, 34]]","['#0d7632', '#b47b1e', '#a5f4f5', '#27ad75', '#08ae22']"
262,262,262,262,262,"Untitled, 820",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0820.jpg,2011,2010s,digital,ipad,"[[6, 142, 44], [13, 226, 198], [77, 37, 42], [105, 179, 105], [201, 232, 160]]","['#068e2c', '#0de2c6', '#4d252a', '#69b369', '#c9e8a0']"
263,263,263,263,263,"Untitled, 810",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0810.jpg,2011,2010s,digital,ipad,"[[203, 52, 1], [210, 69, 3], [149, 36, 4], [197, 147, 73], [14, 4, 4]]","['#cb3401', '#d24503', '#952404', '#c59349', '#0e0404']"
264,264,264,264,264,"Untitled, 791",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0791.jpg,2011,2010s,digital,ipad,"[[0, 2, 16], [31, 28, 6], [0, 8, 42], [53, 56, 31], [2, 51, 64]]","['#000210', '#1f1c06', '#00082a', '#35381f', '#023340']"
265,265,265,265,265,"Untitled, 780",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0780.jpg,2011,2010s,digital,ipad,"[[7, 93, 179], [103, 101, 152], [9, 69, 125], [5, 52, 37], [174, 50, 211]]","['#075db3', '#676598', '#09457d', '#053425', '#ae32d3']"
266,266,266,266,266,"Untitled, 776",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0776.jpg,2011,2010s,digital,ipad,"[[88, 88, 59], [192, 229, 228], [138, 135, 107], [231, 101, 124], [25, 172, 129]]","['#58583b', '#c0e5e4', '#8a876b', '#e7657c', '#19ac81']"
267,267,267,267,267,"Untitled, 772",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0772.jpg,2011,2010s,digital,ipad,"[[180, 235, 246], [136, 129, 99], [211, 180, 168], [10, 2, 130], [14, 133, 63]]","['#b4ebf6', '#888163', '#d3b4a8', '#0a0282', '#0e853f']"
268,268,268,268,268,"Untitled, 753",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0753.jpg,2011,2010s,digital,ipad,"[[208, 211, 213], [25, 188, 108], [223, 129, 119], [18, 15, 14], [244, 39, 34]]","['#d0d3d5', '#19bc6c', '#df8177', '#120f0e', '#f42722']"
269,269,269,269,269,"Untitled, 743",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0743.jpg,2011,2010s,digital,ipad,"[[104, 226, 207], [32, 219, 209], [178, 237, 207], [23, 149, 96], [185, 170, 179]]","['#68e2cf', '#20dbd1', '#b2edcf', '#179560', '#b9aab3']"
270,270,270,270,270,"Untitled, 739",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0739.jpg,2011,2010s,digital,ipad,"[[10, 32, 79], [241, 239, 240], [175, 157, 97], [137, 151, 181], [23, 61, 149]]","['#0a204f', '#f1eff0', '#af9d61', '#8997b5', '#173d95']"
271,271,271,271,271,"Untitled, 714",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0714.jpg,2011,2010s,digital,ipad,"[[5, 134, 148], [145, 105, 74], [13, 72, 66], [168, 206, 207], [217, 159, 25]]","['#058694', '#91694a', '#0d4842', '#a8cecf', '#d99f19']"
272,272,272,272,272,"Untitled, 712",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0712.jpg,2011,2010s,digital,ipad,"[[107, 97, 73], [210, 198, 152], [221, 217, 244], [204, 34, 92], [44, 175, 60]]","['#6b6149', '#d2c698', '#ddd9f4', '#cc225c', '#2caf3c']"
273,273,273,273,273,"Untitled, 705",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0705.jpg,2011,2010s,digital,ipad,"[[211, 212, 155], [3, 2, 2], [199, 102, 61], [35, 130, 80], [241, 8, 145]]","['#d3d49b', '#030202', '#c7663d', '#238250', '#f10891']"
274,274,274,274,274,"Untitled, 701",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0701.jpg,2011,2010s,digital,ipad,"[[236, 105, 26], [16, 35, 35], [130, 75, 28], [0, 93, 129], [29, 115, 11]]","['#ec691a', '#102323', '#824b1c', '#005d81', '#1d730b']"
275,275,275,275,275,"Untitled, 691",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0691.jpg,2011,2010s,digital,ipad,"[[194, 49, 63], [81, 21, 28], [186, 165, 166], [113, 103, 104], [251, 50, 49]]","['#c2313f', '#51151c', '#baa5a6', '#716768', '#fb3231']"
276,276,276,276,276,Plug in for the Next Generation (684),2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0684.jpg,2011,2010s,digital,ipad,"[[253, 157, 71], [252, 114, 74], [248, 230, 158], [180, 109, 44], [187, 179, 127]]","['#fd9d47', '#fc724a', '#f8e69e', '#b46d2c', '#bbb37f']"
277,277,277,277,277,"Untitled, 656",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0656.jpg,2011,2010s,digital,ipad,"[[229, 223, 207], [187, 188, 169], [143, 155, 123], [232, 181, 60], [52, 140, 172]]","['#e5dfcf', '#bbbca9', '#8f9b7b', '#e8b53c', '#348cac']"
278,278,278,278,278,"Untitled, 655",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0655.jpg,2011,2010s,digital,ipad,"[[157, 132, 24], [199, 191, 118], [219, 194, 36], [93, 67, 29], [110, 153, 174]]","['#9d8418', '#c7bf76', '#dbc224', '#5d431d', '#6e99ae']"
279,279,279,279,279,"Untitled, 654",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0654.jpg,2011,2010s,digital,ipad,"[[3, 5, 7], [32, 70, 87], [201, 23, 13], [126, 146, 146], [94, 35, 9]]","['#030507', '#204657', '#c9170d', '#7e9292', '#5e2309']"
280,280,280,280,280,"Untitled, 651",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0651.jpg,2011,2010s,digital,ipad,"[[234, 85, 78], [175, 197, 211], [83, 152, 184], [46, 53, 71], [3, 127, 13]]","['#ea554e', '#afc5d3', '#5398b8', '#2e3547', '#037f0d']"
281,281,281,281,281,"Untitled, 644",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0644.jpg,2011,2010s,digital,ipad,"[[182, 110, 26], [88, 55, 11], [229, 105, 73], [250, 162, 133], [68, 73, 117]]","['#b66e1a', '#58370b', '#e56949', '#faa285', '#444975']"
282,282,282,282,282,"Untitled, 643",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0643.jpg,2011,2010s,digital,ipad,"[[2, 90, 99], [227, 165, 49], [247, 95, 4], [13, 117, 46], [143, 115, 40]]","['#025a63', '#e3a531', '#f75f04', '#0d752e', '#8f7328']"
283,283,283,283,283,"Untitled, 642",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0642.jpg,2011,2010s,digital,ipad,"[[252, 173, 15], [246, 156, 36], [235, 19, 23], [33, 157, 120], [95, 60, 17]]","['#fcad0f', '#f69c24', '#eb1317', '#219d78', '#5f3c11']"
284,284,284,284,284,"Untitled, 632",2011 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0632.jpg,2011,2010s,digital,ipad,"[[227, 151, 8], [253, 175, 138], [241, 43, 5], [156, 103, 5], [85, 52, 3]]","['#e39708', '#fdaf8a', '#f12b05', '#9c6705', '#553403']"
285,285,285,285,285,"Untitled, 621",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0621.jpg,2010,2010s,digital,ipad,"[[249, 212, 207], [12, 1, 81], [196, 142, 112], [50, 41, 111], [120, 67, 188]]","['#f9d4cf', '#0c0151', '#c48e70', '#32296f', '#7843bc']"
286,286,286,286,286,"Untitled, 610",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0610.jpg,2010,2010s,digital,ipad,"[[54, 115, 51], [220, 217, 137], [134, 200, 237], [233, 234, 201], [43, 114, 173]]","['#367333', '#dcd989', '#86c8ed', '#e9eac9', '#2b72ad']"
287,287,287,287,287,"Untitled, 609",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0609.jpg,2010,2010s,digital,ipad,"[[248, 165, 65], [249, 101, 46], [200, 132, 55], [236, 210, 174], [151, 126, 108]]","['#f8a541', '#f9652e', '#c88437', '#ecd2ae', '#977e6c']"
288,288,288,288,288,"Untitled, 592",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0592.jpg,2010,2010s,digital,ipad,"[[188, 94, 66], [185, 59, 36], [248, 71, 8], [141, 136, 151], [190, 184, 196]]","['#bc5e42', '#b93b24', '#f84708', '#8d8897', '#beb8c4']"
289,289,289,289,289,"Untitled, 589",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0589.jpg,2010,2010s,digital,ipad,"[[194, 205, 213], [103, 105, 105], [245, 161, 153], [5, 219, 168], [2, 169, 130]]","['#c2cdd5', '#676969', '#f5a199', '#05dba8', '#02a982']"
290,290,290,290,290,"Untitled, 580",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0580.jpg,2010,2010s,digital,ipad,"[[169, 217, 242], [6, 6, 8], [130, 83, 72], [125, 155, 171], [54, 56, 61]]","['#a9d9f2', '#060608', '#825348', '#7d9bab', '#36383d']"
291,291,291,291,291,"Untitled, 577",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0577.jpg,2010,2010s,digital,ipad,"[[195, 164, 170], [231, 222, 226], [210, 225, 139], [210, 168, 78], [54, 87, 151]]","['#c3a4aa', '#e7dee2', '#d2e18b', '#d2a84e', '#365797']"
292,292,292,292,292,"Untitled, 456",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0456.jpg,2010,2010s,digital,ipad,"[[118, 180, 161], [71, 159, 135], [167, 198, 186], [240, 242, 241], [22, 44, 38]]","['#76b4a1', '#479f87', '#a7c6ba', '#f0f2f1', '#162c26']"
293,293,293,293,293,"Untitled, 455",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0455.jpg,2010,2010s,digital,ipad,"[[249, 197, 7], [217, 202, 115], [16, 110, 28], [239, 232, 242], [57, 163, 112]]","['#f9c507', '#d9ca73', '#106e1c', '#efe8f2', '#39a370']"
294,294,294,294,294,"Untitled, 453",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0453.jpg,2010,2010s,digital,ipad,"[[222, 193, 226], [150, 170, 53], [109, 130, 37], [31, 59, 86], [205, 198, 139]]","['#dec1e2', '#96aa35', '#6d8225', '#1f3b56', '#cdc68b']"
295,295,295,295,295,"Untitled, 452",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0452.jpg,2010,2010s,digital,ipad,"[[249, 249, 181], [213, 212, 164], [173, 172, 124], [38, 39, 37], [9, 150, 177]]","['#f9f9b5', '#d5d4a4', '#adac7c', '#262725', '#0996b1']"
296,296,296,296,296,"Untitled, 353",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0353.jpg,2010,2010s,digital,ipad,"[[234, 235, 50], [165, 210, 126], [247, 168, 136], [127, 147, 216], [32, 78, 143]]","['#eaeb32', '#a5d27e', '#f7a888', '#7f93d8', '#204e8f']"
297,297,297,297,297,"Untitled, 336",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0336_13_08_2010.jpg,2010,2010s,digital,ipad,"[[168, 194, 215], [239, 162, 127], [156, 127, 90], [210, 26, 87], [31, 8, 14]]","['#a8c2d7', '#efa27f', '#9c7f5a', '#d21a57', '#1f080e']"
298,298,298,298,298,"Untitled, 311",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0311.jpg,2010,2010s,digital,ipad,"[[198, 77, 48], [57, 16, 17], [226, 197, 168], [155, 130, 108], [12, 87, 145]]","['#c64d30', '#391011', '#e2c5a8', '#9b826c', '#0c5791']"
299,299,299,299,299,"Untitled, 298",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0298.jpg,2010,2010s,digital,ipad,"[[221, 83, 144], [179, 67, 115], [236, 152, 186], [142, 51, 90], [39, 35, 36]]","['#dd5390', '#b34373', '#ec98ba', '#8e335a', '#272324']"
300,300,300,300,300,"Untitled, 291",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0291_25_08_2010.jpg,2010,2010s,digital,ipad,"[[3, 11, 9], [3, 157, 113], [4, 93, 162], [227, 99, 89], [128, 88, 104]]","['#030b09', '#039d71', '#045da2', '#e36359', '#805868']"
301,301,301,301,301,"Untitled, 278",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0278.jpg,2010,2010s,digital,ipad,"[[237, 110, 51], [5, 127, 2], [237, 159, 12], [142, 92, 34], [240, 214, 131]]","['#ed6e33', '#057f02', '#ed9f0c', '#8e5c22', '#f0d683']"
302,302,302,302,302,"Untitled, 268",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0268.jpg,2010,2010s,digital,ipad,"[[100, 150, 95], [204, 202, 220], [18, 67, 22], [149, 34, 79], [167, 173, 12]]","['#64965f', '#cccadc', '#124316', '#95224f', '#a7ad0c']"
303,303,303,303,303,"Untitled, 263",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0263.jpg,2010,2010s,digital,ipad,"[[3, 122, 126], [6, 114, 23], [206, 73, 55], [174, 203, 30], [239, 115, 162]]","['#037a7e', '#067217', '#ce4937', '#aecb1e', '#ef73a2']"
304,304,304,304,304,"Untitled, 258",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0258.jpg,2010,2010s,digital,ipad,"[[90, 95, 105], [198, 123, 128], [234, 184, 181], [12, 11, 11], [111, 156, 177]]","['#5a5f69', '#c67b80', '#eab8b5', '#0c0b0b', '#6f9cb1']"
305,305,305,305,305,"Untitled, 242",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0242.jpg,2010,2010s,digital,ipad,"[[5, 60, 116], [128, 82, 92], [225, 97, 101], [1, 118, 10], [216, 179, 175]]","['#053c74', '#80525c', '#e16165', '#01760a', '#d8b3af']"
306,306,306,306,306,"Untitled, 239",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0239.jpg,2010,2010s,digital,ipad,"[[187, 81, 128], [127, 95, 96], [237, 207, 210], [160, 176, 131], [14, 162, 44]]","['#bb5180', '#7f5f60', '#edcfd2', '#a0b083', '#0ea22c']"
307,307,307,307,307,"Untitled, 224",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0224.jpg,2010,2010s,digital,ipad,"[[134, 31, 95], [209, 66, 103], [25, 116, 95], [46, 50, 51], [186, 102, 146]]","['#861f5f', '#d14267', '#19745f', '#2e3233', '#ba6692']"
308,308,308,308,308,"Untitled, 210",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0210.jpg,2010,2010s,digital,ipad,"[[143, 149, 118], [19, 118, 98], [208, 208, 190], [191, 74, 114], [120, 223, 220]]","['#8f9576', '#137662', '#d0d0be', '#bf4a72', '#78dfdc']"
309,309,309,309,309,"Untitled, 196",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0196.jpg,2010,2010s,digital,ipad,"[[49, 115, 222], [25, 104, 129], [125, 132, 148], [5, 67, 52], [198, 40, 145]]","['#3173de', '#196881', '#7d8494', '#054334', '#c62891']"
310,310,310,310,310,"Untitled, 191",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0191.jpg,2010,2010s,digital,ipad,"[[216, 87, 112], [143, 67, 166], [6, 5, 6], [44, 103, 47], [232, 196, 185]]","['#d85770', '#8f43a6', '#060506', '#2c672f', '#e8c4b9']"
311,311,311,311,311,"Untitled, 190-2",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0190-2.jpg,2010,2010s,digital,ipad,"[[235, 180, 184], [248, 135, 128], [21, 18, 18], [244, 231, 234], [109, 96, 111]]","['#ebb4b8', '#f88780', '#151212', '#f4e7ea', '#6d606f']"
312,312,312,312,312,"Untitled, 188",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0188.jpg,2010,2010s,digital,ipad,"[[5, 70, 138], [49, 30, 48], [230, 240, 227], [214, 70, 67], [179, 206, 185]]","['#05468a', '#311e30', '#e6f0e3', '#d64643', '#b3ceb9']"
313,313,313,313,313,"Untitled, 182",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0182.jpg,2010,2010s,digital,ipad,"[[246, 111, 103], [224, 204, 185], [150, 162, 139], [39, 57, 105], [118, 89, 120]]","['#f66f67', '#e0ccb9', '#96a28b', '#273969', '#765978']"
314,314,314,314,314,"Untitled, 181",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0181.jpg,2010,2010s,digital,ipad,"[[159, 98, 113], [123, 68, 86], [185, 149, 156], [217, 199, 236], [63, 41, 59]]","['#9f6271', '#7b4456', '#b9959c', '#d9c7ec', '#3f293b']"
315,315,315,315,315,"Untitled, 180",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0180.jpg,2010,2010s,digital,ipad,"[[102, 134, 204], [233, 224, 210], [247, 115, 73], [121, 73, 78], [19, 26, 44]]","['#6686cc', '#e9e0d2', '#f77349', '#79494e', '#131a2c']"
316,316,316,316,316,"Untitled, 177",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0177.jpg,2010,2010s,digital,ipad,"[[20, 56, 119], [93, 84, 120], [182, 169, 176], [236, 70, 103], [19, 30, 47]]","['#143877', '#5d5478', '#b6a9b0', '#ec4667', '#131e2f']"
317,317,317,317,317,"Untitled, 168",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0168.jpg,2010,2010s,digital,ipad,"[[137, 51, 89], [14, 151, 49], [221, 196, 13], [203, 84, 76], [98, 141, 158]]","['#893359', '#0e9731', '#ddc40d', '#cb544c', '#628d9e']"
318,318,318,318,318,"Untitled, 156",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0156.jpg,2010,2010s,digital,ipad,"[[75, 50, 98], [250, 250, 240], [201, 173, 91], [9, 126, 75], [228, 26, 176]]","['#4b3262', '#fafaf0', '#c9ad5b', '#097e4b', '#e41ab0']"
319,319,319,319,319,"Untitled, 65",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0065.jpg,2010,2010s,digital,ipad,"[[140, 166, 153], [232, 175, 157], [238, 91, 98], [97, 67, 92], [23, 10, 59]]","['#8ca699', '#e8af9d', '#ee5b62', '#61435c', '#170a3b']"
320,320,320,320,320,"Untitled, 61",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0061.jpg,2010,2010s,digital,ipad,"[[7, 63, 66], [239, 106, 91], [3, 7, 10], [150, 48, 38], [219, 219, 223]]","['#073f42', '#ef6a5b', '#03070a', '#963026', '#dbdbdf']"
321,321,321,321,321,"Untitled, 41",2010 - iPad Drawing,https://www.hockney.com/img/gallery/digital/ipad/0041.jpg,2010,2010s,digital,ipad,"[[15, 227, 239], [80, 237, 244], [151, 241, 246], [124, 128, 141], [242, 192, 225]]","['#0fe3ef', '#50edf4', '#97f1f6', '#7c808d', '#f2c0e1']"
322,322,322,322,322,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 1 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/01-0622.jpg,2011,2010s,digital,woldgate,"[[109, 98, 68], [176, 151, 187], [127, 146, 126], [36, 67, 29], [208, 206, 215]]","['#6d6244', '#b097bb', '#7f927e', '#24431d', '#d0ced7']"
323,323,323,323,323,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 2 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/02-1147.jpg,2011,2010s,digital,woldgate,"[[156, 173, 95], [216, 212, 171], [206, 154, 157], [127, 117, 74], [24, 110, 53]]","['#9cad5f', '#d8d4ab', '#ce9a9d', '#7f754a', '#186e35']"
324,324,324,324,324,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 3 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/03-0623.jpg,2011,2010s,digital,woldgate,"[[121, 172, 165], [161, 210, 198], [51, 135, 118], [121, 104, 105], [22, 61, 53]]","['#79aca5', '#a1d2c6', '#338776', '#796869', '#163d35']"
325,325,325,325,325,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 4 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/04-0619.jpg,2011,2010s,digital,woldgate,"[[184, 174, 203], [136, 139, 154], [124, 93, 104], [241, 228, 245], [36, 144, 53]]","['#b8aecb', '#888b9a', '#7c5d68', '#f1e4f5', '#249035']"
326,326,326,326,326,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 8 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/05-0630.jpg,2011,2010s,digital,woldgate,"[[191, 240, 236], [126, 142, 89], [179, 154, 90], [152, 190, 169], [89, 105, 65]]","['#bff0ec', '#7e8e59', '#b39a5a', '#98bea9', '#596941']"
327,327,327,327,327,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 13 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/06-0687.jpg,2011,2010s,digital,woldgate,"[[173, 171, 153], [147, 129, 110], [127, 73, 59], [131, 147, 70], [185, 124, 66]]","['#adab99', '#93816e', '#7f493b', '#839346', '#b97c42']"
328,328,328,328,328,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 18 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/07-0647.jpg,2011,2010s,digital,woldgate,"[[148, 180, 131], [125, 148, 94], [175, 198, 183], [43, 127, 63], [206, 229, 229]]","['#94b483', '#7d945e', '#afc6b7', '#2b7f3f', '#cee5e5']"
329,329,329,329,329,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 29 January",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/08-0661.jpg,2011,2010s,digital,woldgate,"[[139, 120, 48], [177, 164, 56], [21, 110, 78], [195, 161, 124], [220, 213, 196]]","['#8b7830', '#b1a438', '#156e4e', '#c3a17c', '#dcd5c4']"
330,330,330,330,330,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 19 February",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/09-0688.jpg,2011,2010s,digital,woldgate,"[[89, 159, 114], [134, 187, 172], [53, 103, 72], [202, 143, 119], [199, 222, 215]]","['#599f72', '#86bbac', '#356748', '#ca8f77', '#c7ded7']"
331,331,331,331,331,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 23 February",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/10-0698.jpg,2011,2010s,digital,woldgate,"[[239, 234, 212], [127, 190, 116], [162, 101, 76], [204, 162, 130], [13, 98, 24]]","['#efead4', '#7fbe74', '#a2654c', '#cca282', '#0d6218']"
332,332,332,332,332,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 25 February",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/11-0700.jpg,2011,2010s,digital,woldgate,"[[115, 161, 144], [73, 117, 94], [125, 57, 42], [173, 213, 192], [44, 140, 31]]","['#73a190', '#49755e', '#7d392a', '#add5c0', '#2c8c1f']"
333,333,333,333,333,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 5 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/12-0711.jpg,2011,2010s,digital,woldgate,"[[209, 166, 110], [232, 198, 182], [167, 123, 84], [101, 212, 86], [99, 70, 49]]","['#d1a66e', '#e8c6b6', '#a77b54', '#65d456', '#634631']"
334,334,334,334,334,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 14 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/13-0721.jpg,2011,2010s,digital,woldgate,"[[191, 146, 103], [215, 213, 156], [198, 178, 131], [169, 115, 73], [149, 189, 76]]","['#bf9267', '#d7d59c', '#c6b283', '#a97349', '#95bd4c']"
335,335,335,335,335,"The Arrival of Spring in Woldgate, East Yorkshire in 2011 (twenty eleven) - 15 March",2011 - iPad drawing printed on paper 55 x 41 1/2 inches,https://www.hockney.com/img/gallery/digital/woldgate/14-0728.jpg,2011,2010s,digital,woldgate,"[[245, 183, 191], [209, 152, 159], [168, 113, 126], [148, 162, 67], [215, 116, 90]]","['#f5b7bf', '#d1989f', '#a8717e', '#94a243', '#d7745a']"
